id,uvrstitev,naslov,avtor,leto,žanr1,žanr2,ocena,nagrade,kritike,bralci
24861,233,Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,1919,Literature,Philosophy,4.1,0,2073,46809
249,276,Tropic of Cancer,Henry Miller,1934,Fiction,Classics,3.71,0,2415,47535
249606,1497,The Bridge,Iain Banks,1986,Fiction,Fantasy,3.83,1,255,8383
24983,529,Doomsday Book (Oxford Time Travel #1),Connie Willis,1992,Science Fiction,Science Fiction,4.03,5,3594,34656
24985,1119,Bellwether,Connie Willis,1996,Science Fiction,Fiction,3.93,2,1016,8212
250,717,Tropic of Capricorn,Henry Miller,1938,Fiction,Classics,3.85,0,505,13019
250024,1064,The City and the Stars,Arthur C. Clarke,1956,Science Fiction,Fiction,4.08,1,631,19629
25019,724,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,1998,History,Nonfiction,3.84,2,4326,72702
25078,1394,Savage Inequalities: Children in America's Schools,Jonathan Kozol,1991,Nonfiction,Sociology,4.23,1,625,13703
25099,1331,"The Sandman, Vol. 2: The Doll's House",Neil Gaiman,1990,Sequential Art,Sequential Art,4.44,1,1692,59955
25101,1405,"The Sandman, Vol. 4: Season of Mists",Neil Gaiman,1990,Sequential Art,Sequential Art,4.54,0,1191,48818
25106,1427,"The Sandman, Vol. 6: Fables and Reflections",Neil Gaiman,1990,Sequential Art,Sequential Art,4.45,0,832,38619
251688,250,Breakfast at Tiffany's,Truman Capote,1958,Classics,Fiction,3.89,0,6891,147697
2517,816,My Name is Red,Orhan Pamuk,1998,Fiction,Historical Fiction,3.82,5,2830,31463
25200,1003,Silence,Shūsaku Endō,1966,Fiction,Historical Fiction,4.11,1,1553,11165
252577,79,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,1996,Nonfiction,Autobiography,4.07,6,9510,401531
2526,99,Blindness,José Saramago,1995,Fiction,Science Fiction,4.07,1,10439,125622
2528,1224,All the Names,José Saramago,1997,Fiction,Cultural,3.88,1,880,12032
253264,1188,Inherit the Wind,Jerome Lawrence,1955,Plays,Classics,3.96,0,634,17209
25350,1207,"Out of the Silent Planet (Space Trilogy, #1)",C.S. Lewis,1938,Science Fiction,Fiction,3.92,1,2446,54120
253984,1463,A Time of Gifts,Patrick Leigh Fermor,1977,Travel,Nonfiction,4.08,1,528,4253
254316,737,Cancer Ward,Aleksandr Solzhenitsyn,1968,Cultural,Classics,4.19,0,482,9789
2547,125,The Prophet,Kahlil Gibran,1923,Poetry,Philosophy,4.22,0,5885,156898
25587,1284,The Second World War,Winston S. Churchill,1948,History,Nonfiction,4.46,0,98,1375
256008,91,Lonesome Dove,Larry McMurtry,1985,Fiction,Western,4.47,4,5131,112093
257837,1164,Shane,Jack Schaefer,1949,Western,Fiction,3.79,0,521,7448
257845,1164,True Grit,Charles Portis,1968,Fiction,Western,4.12,0,3580,26186
25807,703,The Postman Always Rings Twice,James M. Cain,1934,Fiction,Classics,3.81,0,1464,22017
258079,996,The Go-Between,L.P. Hartley,1953,Classics,Historical Fiction,3.92,1,457,5545
258392,1186,Gormenghast,Mervyn Peake,1950,Fantasy,Fiction,4.0,1,314,9397
259020,943,The Golden Bowl,Henry James,1904,Classics,Fiction,3.78,0,288,8990
25905,1089,Beneath the Wheel,Hermann Hesse,1906,Literature,Novels,3.81,0,388,9674
26114,814,The Joke,Milan Kundera,1967,European Literature,Fiction,3.98,0,770,19667
2612,1056,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2000,Business,Nonfiction,3.9,0,10533,468988
261441,1047,"U.S.A., #1-3",John Dos Passos,1937,Fiction,Classics,4.08,0,142,3905
26435,1347,The Problem of Pain,C.S. Lewis,1940,Nonfiction,Religion,4.12,0,1127,30152
264778,1194,Sacajawea,Anna Lee Waldo,1978,Historical Fiction,Fiction,4.23,0,376,13471
265102,903,I'm Not Stiller,Max Frisch,1954,Fiction,European Literature,4.04,0,110,2750
2657,1,To Kill a Mockingbird,Harper Lee,1960,Classics,Historical Fiction,4.25,4,69697,3213907
26596,663,"Complete Poems, 1904-1962",E.E. Cummings,1991,Poetry,Classics,4.35,0,194,18549
2666,296,The Bonfire of the Vanities,Tom Wolfe,1987,Fiction,Classics,3.81,2,2057,54399
267243,1134,Ironweed,William  Kennedy,1983,Fiction,Historical Fiction,3.86,3,517,13084
267745,976,The Raj Quartet,Paul Scott,1976,Fiction,Historical Fiction,4.49,0,63,767
268602,1301,"Naked in Death (In Death, #1)",J.D. Robb,1995,Mystery,Romance,4.13,0,4167,120008
26931,1256,Cloudsplitter,Russell Banks,1998,Fiction,Historical Fiction,3.91,4,374,3261
26950,1435,The Custom of the Country,Edith Wharton,1913,Classics,Fiction,4.01,0,696,7308
269589,1197,The Cantos,Ezra Pound,1956,Poetry,Classics,3.91,0,102,4533
270032,1290,Seven Years in Tibet,Heinrich Harrer,1952,Travel,Nonfiction,4.04,0,642,11956
27208,462,The Third Policeman,Flann O&#39;Brien,1967,Fiction,European Literature,4.03,2,1220,11619
2725,1217,Illuminations: Essays and Reflections,Walter Benjamin,1950,Philosophy,Writing,4.3,0,178,7621
272895,554,"The Black Stallion (The Black Stallion, #1)",Walter Farley,1941,Classics,Fiction,4.18,1,917,61712
27323,293,Hiroshima,John Hersey,1946,History,Nonfiction,3.93,0,1933,40753
27333,256,Silent Spring,Rachel Carson,1962,Nonfiction,Environment,3.93,1,1316,24064
275,518,The Lover,Marguerite Duras,1984,Fiction,Cultural,3.76,4,1554,23260
27523,1421,"Left Behind (Left Behind, #1)",Tim LaHaye,1995,Christian,Christian Fiction,3.81,0,3138,159026
2767,199,A People's History of the United States,Howard Zinn,1980,History,Nonfiction,4.07,1,4150,131758
27712,234,The Neverending Story,Michael Ende,1979,Fantasy,Classics,4.17,3,4058,119808
278097,252,"Foundation / Foundation and Empire / Second Foundation / The Stars, Like Dust / The Naked Sun / I, Robot",Isaac Asimov,1981,Science Fiction,Fiction,4.34,0,36,3226
2794,268,The Crying of Lot 49,Thomas Pynchon,1965,Fiction,Classics,3.71,1,3288,52622
27999,830,Close Range,Annie Proulx,1999,Short Stories,Fiction,3.99,2,804,11891
28,1147,Notes from a Small Island,Bill Bryson,1995,Nonfiction,Travel,3.91,0,3135,68755
280111,1371,Holy Bible: New International Version,Anonymous,1909,Religion,Christian,4.61,1,1822,42964
28293,1455,Life: A User's Manual,Georges Perec,1978,Fiction,Cultural,4.26,3,423,4880
28385,1096,"In the Shadow of Young Girls in Flower (In Search of Lost Time, #2)",Marcel Proust,1919,Fiction,Classics,4.4,2,497,6576
2839,212,Bridge to Terabithia,Katherine Paterson,1977,Young Adult,Fiction,3.97,4,8871,341156
28434,1274,JR,William Gaddis,1975,Fiction,Classics,4.27,1,239,2108
22904,290,The Complete Stories,Franz Kafka,1971,Short Stories,Fiction,4.35,1,1165,28334
285092,443,High Fidelity,Nick Hornby,1995,Fiction,Humor,3.94,0,4629,147235
28541,806,"Dragonsong (Harper Hall, #1)",Anne McCaffrey,1976,Fantasy,Science Fiction,4.23,0,1027,38439
28547,912,"Dragonsinger (Harper Hall, #2)",Anne McCaffrey,1977,Fantasy,Science Fiction,4.26,0,571,33892
28553,1084,"Dragondrums (Harper Hall, #3)",Anne McCaffrey,1979,Fantasy,Fiction,4.04,0,405,27089
28634,964,Immortality,Milan Kundera,1990,Fiction,European Literature,4.11,3,1097,22058
2865,214,Girl with a Pearl Earring,Tracy Chevalier,1999,Historical Fiction,Fiction,3.84,3,7742,470415
28676,216,American Psycho,Bret Easton Ellis,1991,Fiction,Horror,3.81,0,7356,169004
28695,1251,City of Golden Shadow,Tad Williams,1996,Fantasy,Science Fiction,3.89,1,683,20123
28820,1163,The Varieties of Religious Experience,William James,1902,Philosophy,Religion,4.06,0,323,7804
28859,552,The Gospel According to Jesus Christ,José Saramago,1991,Fiction,Religion,4.26,1,882,15488
28877,1019,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,1981,Horror,Fiction,4.01,0,3113,196162
28921,626,The Remains of the Day,Kazuo Ishiguro,1989,Fiction,Classics,4.1,1,6986,116015
28940,1307,Behind the Scenes at the Museum,Kate Atkinson,1995,Fiction,Historical Fiction,3.94,2,2004,23588
29,1036,The Mother Tongue: English and How It Got That Way,Bill Bryson,1990,Nonfiction,Humor,3.96,0,1850,25704
29015,981,Cruddy,Lynda Barry,1999,Fiction,Sequential Art,4.14,0,646,5054
29044,648,The Secret History,Donna Tartt,1992,Fiction,Mystery,4.07,2,12370,176013
29127,490,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,1968,Fantasy,Young Adult,4.18,1,3164,78612
29209,550,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1996,Nonfiction,Autobiography,4.05,1,4007,81311
292408,306,Angle of Repose,Wallace Stegner,1971,Fiction,Historical Fiction,4.27,1,3438,40785
2927579,19,Il signore delle mosche,William Golding,1954,Classics,Fiction,3.64,0,25609,1599829
293101,1375,The Amityville Horror,Jay Anson,1977,Horror,Fiction,3.82,1,1482,79678
293625,1067,Child of God,Cormac McCarthy,1973,Fiction,Horror,3.87,0,1855,21316
293918,414,Song of Myself,Walt Whitman,1856,Poetry,Classics,4.17,0,247,9338
294459,603,Miss Lonelyhearts / The Day of the Locust,Nathanael West,1939,Fiction,Classics,3.92,0,457,7843
29579,286,Foundation (Foundation #1),Isaac Asimov,1951,Science Fiction,Fiction,4.12,0,5823,281876
29580,1182,Second Foundation (Foundation #3),Isaac Asimov,1953,Science Fiction,Fiction,4.23,0,1552,101588
29581,895,Foundation and Empire (Foundation #2),Isaac Asimov,1952,Science Fiction,Fiction,4.2,0,1902,111447
29641,351,The End of the Affair,Graham Greene,1951,Fiction,Classics,3.96,1,2915,31895
296662,654,Lies My Teacher Told Me,James W. Loewen,1995,Nonfiction,History,3.95,2,2184,40730
297226,1487,Autumn Sonata: Selected Poems,Georg Trakl,1998,Poetry,European Literature,4.72,0,7,309
2978,767,Lost Horizon,James Hilton,1933,Fantasy,Fiction,3.89,1,1027,12366
298275,235,Nausea,Jean-Paul Sartre,1938,Philosophy,Fiction,3.91,1,1808,57877
299215,779,The Road to Serfdom,Friedrich Hayek,1944,Economics,Politics,4.18,0,780,13150
29946,586,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,1977,Fiction,Philosophy,4.13,1,1748,45888
2998,59,The Secret Garden,Frances Hodgson Burnett,1911,Classics,Fiction,4.11,1,12361,661301
29983,1391,The Works of H.G. Wells,H.G. Wells,1924,Science Fiction,Horror,4.12,0,23,419
29999,281,The Maltese Falcon,Dashiell Hammett,1930,Classics,Fiction,3.92,2,3371,64643
3,5,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,1997,Fantasy,Young Adult,4.43,25,69416,4483632
30,127,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,1973,Fiction,Classics,4.59,0,1548,91781
30005,1230,Red Harvest,Dashiell Hammett,1929,Mystery,Fiction,4.0,0,967,17358
30043,426,A River Runs Through It and Other Stories,Norman Maclean,1976,Fiction,Short Stories,4.17,0,1076,17491
3008,470,A Little Princess,Frances Hodgson Burnett,1902,Classics,Fiction,4.2,0,4838,202812
30106,1472,The Swimming-Pool Library,Alan Hollinghurst,1988,Fiction,Glbt,3.8,3,293,5997
30118,611,A Light in the Attic,Shel Silverstein,1981,Poetry,Childrens,4.34,6,2319,292601
30119,106,Where the Sidewalk Ends,Shel Silverstein,1974,Poetry,Childrens,4.28,3,8976,1000641
30512,1271,Paddy Clarke Ha Ha Ha,Roddy Doyle,1993,Fiction,European Literature,3.75,1,644,16305
30593,1485,Pnin,Vladimir Nabokov,1953,Fiction,Classics,3.9,1,926,13333
30594,692,"Speak, Memory",Vladimir Nabokov,1951,Autobiography,Biography,4.18,0,605,8958
30628,1331,"Out of the Silent Planet / Perelandra / That Hideous Strength (Space Trilogy, #1-3)",C.S. Lewis,1938,Science Fiction,Fiction,4.1,0,296,7157
306654,459,Cold Sassy Tree,Olive Ann Burns,1984,Fiction,Historical Fiction,3.98,0,3323,81189
30672,441,Darkness at Noon,Arthur Koestler,1940,Historical Fiction,Politics,4.06,0,944,18471
3068,1142,The Assistant,Bernard Malamud,1957,Fiction,Classics,3.87,3,341,7554
30852,817,The Woman Warrior,Maxine Hong Kingston,1975,Autobiography,Nonfiction,3.72,2,1046,18525
30868,261,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,1988,Fiction,Contemporary,3.94,0,5085,109128
3087,193,A Room with a View,E.M. Forster,1908,Classics,Fiction,3.91,0,3757,118678
3088,706,A Room with a View / Howards End,E.M. Forster,1986,Classics,Fiction,4.08,0,114,2185
30919,1318,Scoop,Evelyn Waugh,1937,European Literature,Classics,3.87,0,672,13053
30929,955,Decline and Fall,Evelyn Waugh,1928,Fiction,Classics,3.87,0,524,7991
30933,191,Brideshead Revisited,Evelyn Waugh,1945,Classics,Fiction,3.99,0,3242,73006
30935,1411,The Loved One,Evelyn Waugh,1948,Fiction,Classics,3.79,0,713,8050
310146,375,The True Confessions of Charlotte Doyle,Avi,1990,Historical Fiction,Young Adult,3.81,7,2631,68706
3102,366,Howards End,E.M. Forster,1910,Fiction,Literature,3.95,0,1836,56239
310259,1155,Love You Forever,Robert Munsch,1986,Childrens,Childrens,4.34,0,4204,155361
310459,772,"Roll of Thunder, Hear My Cry (Logans, #4)",Mildred D. Taylor,1976,Historical Fiction,Young Adult,3.78,10,3618,94934
310612,74,A Confederacy of Dunces,John Kennedy Toole,1980,Fiction,Humor,3.89,2,11490,178629
31122,364,I Capture the Castle,Dodie Smith,1948,Fiction,Classics,4.0,0,6291,62870
31181,902,Breathing Lessons,Anne Tyler,1988,Fiction,Contemporary,3.66,1,1051,18723
31196,263,The Razor's Edge,W. Somerset Maugham,1944,Fiction,Classics,4.18,0,2074,27351
31335,1142,Cry to Heaven,Anne Rice,1982,Fiction,Historical Fiction,3.83,0,582,17439
31338,908,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,1995,Horror,Paranormal,3.73,0,1337,65837
3140,474,The Bridge on the Drina,Ivo Andrić,1945,Fiction,Historical Fiction,4.33,0,597,9043
31491,815,The Rainbow,D.H. Lawrence,1915,Classics,Literature,3.67,0,524,15058
31548,864,Of Human Bondage,W. Somerset Maugham,1915,Classics,Fiction,4.11,0,2478,37117
31602,1152,Romancero gitano,Federico García Lorca,1928,European Literature,Classics,4.18,0,119,3730
316496,1169,Oscar and Lucinda,Peter Carey,1988,Fiction,Historical Fiction,3.72,5,652,16155
318431,1411,Long Walk to Freedom,Nelson Mandela,1994,History,Cultural,4.3,1,2440,45986
318742,476,The Souls of Black Folk,W.E.B. Du Bois,1903,Nonfiction,History,4.23,0,780,22310
320,13,One Hundred Years of Solitude,Gabriel García Márquez,1967,Fiction,Classics,4.03,2,19989,550099
32067,310,Lady Chatterley's Lover,D.H. Lawrence,1928,Classics,Fiction,3.48,0,3616,71622
32071,295,Sons and Lovers,D.H. Lawrence,1913,Classics,Fiction,3.61,0,1445,37221
32085,354,All Creatures Great and Small,James Herriot,1972,Nonfiction,Animals,4.31,0,2634,96065
133380,672,Collected Poems,Edna St. Vincent Millay,1945,Poetry,Classics,4.23,0,72,5192
321552,456,The Agony and the Ecstasy,Irving Stone,1958,Historical Fiction,Fiction,4.09,1,1547,60676
321566,1197,Dictionary of the Khazars,Milorad Pavić,1983,Fantasy,Historical Fiction,4.15,1,273,4050
32234,551,White Oleander,Janet Fitch,1999,Fiction,Contemporary,3.93,0,5734,245044
3241368,15,The Little Prince & Letter to a Hostage,Antoine de Saint-Exupéry,1943,Classics,Fiction,4.28,1,22670,797586
32499,332,The Pelican Brief,John Grisham,1992,Fiction,Mystery,3.94,1,1914,285443
32508,1384,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael Connelly,1992,Mystery,Mystery,4.07,3,2803,101914
32542,228,A Time to Kill,John Grisham,1989,Fiction,Mystery,4.02,0,4068,590993
32669,659,"Clear and Present Danger (Jack Ryan Universe, #6)",Tom Clancy,1989,Fiction,Thriller,4.07,0,545,104873
32682,613,"Patriot Games (Jack Ryan Universe, #2)",Tom Clancy,1987,Fiction,Thriller,4.1,0,894,137033
32769,593,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,1931,Horror,Fiction,4.25,0,460,19278
327847,669,The Joy of Cooking,Irma S. Rombauer,1931,Food and Drink,Food and Drink,4.14,0,989,99543
328854,853,Motherless Brooklyn,Jonathan Lethem,1999,Fiction,Mystery,3.91,2,2067,24604
32929,130,Goodnight Moon,Margaret Wise Brown,1947,Childrens,Classics,4.27,0,4452,247809
32979,820,"The Secret of the Old Clock (Nancy Drew, #1)",Carolyn Keene,1930,Mystery,Young Adult,3.97,0,2047,46694
33,3,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,1955,Fantasy,Classics,4.47,5,9046,417627
330244,833,The Member of the Wedding,Carson McCullers,1946,Fiction,Classics,3.8,0,822,11024
331256,1212,Roadside Picnic,Arkady Strugatsky,1972,Science Fiction,Cultural,4.21,3,1366,23007
331319,329,An American Tragedy,Theodore Dreiser,1925,Classics,Fiction,3.93,0,898,26197
332613,25,One Flew Over the Cuckoo's Nest,Ken Kesey,1962,Classics,Fiction,4.18,0,7450,496570
333538,1076,The Castle,Franz Kafka,1926,Fiction,Classics,3.98,2,1143,29565
333867,734,The Stars My Destination,Alfred Bester,1955,Science Fiction,Fiction,4.13,1,1853,31492
334176,393,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,1996,Science Fiction,Fiction,4.17,6,5282,41554
334286,1172,Equus,Peter Shaffer,1973,Plays,Drama,3.94,0,472,15983
33455,1170,Island of the Sequined Love Nun,Christopher Moore,1997,Fiction,Humor,3.78,0,1226,25731
33514,962,The Elements of Style,William Strunk Jr.,1918,Nonfiction,Language,4.19,0,2801,55642
33609,744,Katherine,Anya Seton,1954,Historical Fiction,Fiction,4.18,0,1616,23288
337058,1096,Jacob Have I Loved,Katherine Paterson,1980,Young Adult,Fiction,3.64,4,1594,25856
3378,646,Generation X: Tales for an Accelerated Culture,Douglas Coupland,1991,Fiction,Contemporary,3.73,0,913,22257
3384,1411,Girlfriend in a Coma,Douglas Coupland,1998,Fiction,Cultural,3.6,0,714,15915
338798,67,Ulysses,James Joyce,1922,Novels,Literature,3.73,1,4855,82892
3388,387,Corelli's Mandolin,Louis de Bernières,1994,War,Cultural,3.94,1,2197,63911
3398,1439,Señor Vivo and the Coca Lord,Louis de Bernières,1991,Fiction,Magical Realism,4.1,1,145,3241
34,30,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,1954,Fantasy,Classics,4.33,1,14426,1738693
34053,369,Just So Stories,Rudyard Kipling,1902,Fiction,Childrens,4.1,1,972,37369
34080,126,The Waste Land (Norton Critical Edition),T.S. Eliot,1922,Poetry,Classics,4.11,0,654,29962
34082,1050,The Waste Land and Other Writings,T.S. Eliot,1922,Poetry,Classics,4.21,0,83,2415
34084,1121,"The Waste Lands (The Dark Tower, #3)",Stephen King,1991,Fantasy,Fiction,4.23,0,3314,125216
3412,136,The Thorn Birds,Colleen McCullough,1977,Romance,Adult,4.21,0,4354,258493
341735,1072,Replay,Ken Grimwood,1986,Fiction,Science Fiction,4.16,1,2355,19406
342049,1058,Growth of the Soil,Knut Hamsun,1917,Fiction,Classics,4.24,0,398,4917
34268,133,Peter Pan,J.M. Barrie,1911,Fiction,Childrens,4.1,0,6913,188270
343,111,Perfume: The Story of a Murderer,Patrick Süskind,1985,European Literature,Classics,3.99,2,9537,209136
343881,1357,Cloudstreet,Tim Winton,1991,Fiction,Cultural,3.97,2,1048,14033
34440,683,Doctor Faustus,Thomas Mann,1947,Fiction,Classics,4.07,1,336,7091
3446,801,Going After Cacciato,Tim O&#39;Brien,1978,Fiction,War,3.9,1,574,9382
34484,889,"Small Gods (Discworld, #13)",Terry Pratchett,1992,Fantasy,Fiction,4.27,0,1849,78046
34497,1015,"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,1983,Fantasy,Fiction,3.97,0,6142,212274
34504,1086,"Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett,1988,Fantasy,Humor,4.1,0,1892,66280
34517,898,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,1991,Fantasy,Fiction,4.27,0,1665,60119
34527,865,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,1996,Fantasy,Fiction,4.25,0,983,51505
34532,1202,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,1996,Fantasy,Fiction,4.21,1,1537,56697
3473,676,A Walk to Remember,Nicholas Sparks,1999,Adult,Drama,4.15,1,10770,552973
3478,519,Message In A Bottle,Nicholas Sparks,1998,Romance,Fiction,3.94,0,3622,186348
347852,1001,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,1978,Psychology,Nonfiction,4.02,0,1618,63458
348,1031,The Door Into Summer,Robert A. Heinlein,1957,Science Fiction,Fiction,4.0,0,772,17411
348225,769,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",Nancy E. Turner,1998,Historical Fiction,Historical,4.35,0,9183,51950
348573,418,"The Borrowers (The Borrowers, #1)",Mary Norton,1952,Fantasy,Childrens,4.02,2,1350,74824
34897,907,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,1991,Fantasy,Fiction,4.23,0,2321,159083
350,139,Stranger in a Strange Land,Robert A. Heinlein,1961,Science Fiction,Fiction,3.9,2,5992,221638
35100,1150,Battle Cry of Freedom,James M. McPherson,1988,History,Military History,4.32,3,840,19445
351559,1010,"Murder Must Advertise  (Lord Peter Wimsey, #10)",Dorothy L. Sayers,1933,Mystery,Fiction,4.22,0,613,15228
35231,1132,"Lord of Chaos (Wheel of Time, #6)",Robert Jordan,1994,Fantasy,Fiction,4.09,0,1685,93742
353,1110,Time Enough for Love,Robert A. Heinlein,1973,Science Fiction,Fiction,3.95,3,659,26736
35476,788,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk,1932,Biography,Religion,4.13,0,491,10626
35519,422,The Power of Myth,Joseph Campbell,1988,History,Classics,4.29,0,1213,32483
355190,925,Orientalism,Edward Said,1978,Nonfiction,History,4.07,1,604,11092
355697,72,All Quiet on the Western Front,Erich Maria Remarque,1929,Classics,Fiction,3.91,1,6469,249756
3562,848,"Emily of New Moon (Emily, #1)",L.M. Montgomery,1923,Childrens,Historical Fiction,4.08,0,1073,33227
35743,213,The Tin Drum,Günter Grass,1959,Fiction,Classics,3.96,3,1233,29395
357636,521,Civilization and Its Discontents,Sigmund Freud,1930,Philosophy,Nonfiction,3.75,0,649,23335
357664,911,Because of Winn-Dixie,Kate DiCamillo,2000,Fiction,Realistic Fiction,3.99,21,6266,153800
3579,767,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",L.M. Montgomery,1908,Young Adult,Fiction,4.42,0,1414,92210
36072,455,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,1989,Nonfiction,Business,4.03,0,5687,303290
36321,1277,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft,1995,Horror,Fiction,4.27,0,131,5088
3636,20,"The Giver (The Giver, #1)",Lois Lowry,1993,Childrens,Young Adult,4.12,19,52498,1316421
364826,1286,سینوهه,Mika Waltari,1945,Fiction,Classics,4.07,0,521,11346
365412,1247,The Collected Stories,Colette,1958,Short Stories,Fiction,4.14,0,42,930
365990,1280,"The Crossing (The Border Trilogy, #2)",Cormac McCarthy,1994,Western,Literature,4.11,0,1461,22980
366524,776,Call It Sleep,Henry Roth,1934,Fiction,Classics,3.84,0,329,6480
368772,479,The Caine Mutiny,Herman Wouk,1951,Fiction,Historical Fiction,4.22,2,688,15917
368916,421,"84, Charing Cross Road",Helene Hanff,1970,Nonfiction,Writing,4.19,0,3776,27797
3690,539,The Power and the Glory,Graham Greene,1940,Fiction,Classics,3.99,1,1415,22130
369110,753,Captains and the Kings,Taylor Caldwell,1972,Historical Fiction,Fiction,4.1,0,184,14748
3692,557,The Heart of the Matter,Graham Greene,1948,Classics,Cultural,3.98,1,942,20352
3698,315,The Quiet American,Graham Greene,1955,Fiction,Classics,3.95,0,1982,32363
370493,37,The Giving Tree,Shel Silverstein,1964,Childrens,Classics,4.38,0,13878,677687
37095,584,The Shell Seekers,Rosamunde Pilcher,1987,Fiction,Romance,4.12,0,1919,74472
3711,763,White Teeth,Zadie Smith,1999,Fiction,Contemporary,3.74,10,4971,85776
373755,224,"Absalom, Absalom!",William Faulkner,1936,Classics,Fiction,3.96,0,1520,31264
37380,178,The Heart is a Lonely Hunter,Carson McCullers,1940,Fiction,Classics,3.96,0,4591,71889
37387,751,"The Prime of Miss Jean Brodie, The Girls of Slender Means, The Driver's Seat, The Only Problem",Muriel Spark,1999,Fiction,Classics,3.78,0,104,1509
37415,86,Their Eyes Were Watching God,Zora Neale Hurston,1937,Classics,Fiction,3.86,1,8505,189824
374233,186,If on a Winter's Night a Traveler,Italo Calvino,1979,Literature,Magical Realism,4.08,2,3867,50773
374612,1407,Ask Dr. Mueller: The Writings of Cookie Mueller,Cookie Mueller,1996,Nonfiction,Autobiography,4.5,0,30,197
375013,289,Schindler's List,Thomas Keneally,1982,History,Nonfiction,4.34,2,1518,111154
3758,628,"Casino Royale (James Bond, #1)",Ian Fleming,1953,Fiction,Thriller,3.73,0,2900,44260
375802,36,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,1985,Science Fiction,Fiction,4.29,2,37089,835597
37677,657,The Call of the Wild/White Fang,Jack London,1906,Classics,Fiction,4.08,0,461,61427
37732,292,"Are You There God? It's Me, Margaret",Judy Blume,1970,Young Adult,Fiction,3.89,4,4999,157883
37743,1126,Forever . . .,Judy Blume,1975,Young Adult,Romance,3.63,0,3276,45592
37781,122,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,1958,Fiction,Classics,3.6,0,9328,202563
378,194,The Phantom Tollbooth,Norton Juster,1961,Fantasy,Fiction,4.22,0,7724,177577
381440,1036,The Society of the Spectacle,Guy Debord,1967,Philosophy,Nonfiction,4.04,0,282,10253
38169,367,"Alas, Babylon",Pat Frank,1959,Fiction,Science Fiction,4.07,1,2370,29988
38180,319,On the Beach,Nevil Shute,1957,Fiction,Science Fiction,3.92,0,1733,26587
383022,1340,The Man With the Golden Arm,Nelson Algren,1949,Fiction,Mystery,3.9,1,180,2031
38447,29,The Handmaid's Tale,Margaret Atwood,1986,Fiction,Classics,4.03,9,24263,547677
38456,1449,Baldwin: Early Novels and Stories,James     Baldwin,1998,Literature,Literary Fiction,4.35,0,22,517
384597,741,Arcadia,Tom Stoppard,1993,Plays,Drama,4.19,3,709,15523
38474,1183,Another Country,James     Baldwin,1962,Fiction,Classics,4.3,0,695,8360
38501,792,Ham on Rye,Charles Bukowski,1982,Fiction,Classics,4.16,0,2287,58529
38503,573,Tales of Ordinary Madness,Charles Bukowski,1978,Fiction,Short Stories,4.0,0,502,15814
386187,180,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Nonfiction,Mystery,3.9,4,6337,168783
386372,721,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,1987,Fantasy,Humor,4.21,0,2834,133760
3869,328,A Brief History of Time,Stephen Hawking,1987,Nonfiction,Science,4.11,1,4760,168948
38709,257,"Holes (Holes, #1)",Louis Sachar,1998,Young Adult,Fiction,3.93,19,15133,731104
38723,473,The Feminine Mystique,Betty Friedan,1963,Feminism,Nonfiction,3.85,0,1060,15714
